epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,578.627,0.54159,0.92011,0.89663,0.40752,0.88222,0.46064,0.41817,0.43283,1.18122,0.86532,0.00016516,0.00016516,0.00016516
43,592.327,0.53864,0.894,0.89651,0.42587,0.85535,0.53225,0.48347,0.42037,1.00547,0.86293,0.000162408,0.000162408,0.000162408
44,606.039,0.52783,0.86746,0.89013,0.45078,0.85433,0.5591,0.51081,0.40595,1.01171,0.85971,0.000159655,0.000159655,0.000159655
45,619.749,0.53308,0.8606,0.89341,0.43941,0.84364,0.49042,0.44635,0.40918,1.05221,0.86167,0.000156903,0.000156903,0.000156903
46,633.466,0.5289,0.83695,0.88711,0.68285,0.78979,0.80806,0.73759,0.407,0.69112,0.8615,0.000154151,0.000154151,0.000154151
47,647.299,0.5286,0.83976,0.88963,0.6609,0.79805,0.78607,0.71538,0.41292,0.69515,0.85999,0.000151399,0.000151399,0.000151399
48,661.007,0.52931,0.82001,0.88811,0.45188,0.84908,0.59886,0.53768,0.43927,1.00298,0.87224,0.000148647,0.000148647,0.000148647
49,674.726,0.52161,0.79186,0.88514,0.40366,0.83732,0.42763,0.38865,0.42805,1.34551,0.86661,0.000145894,0.000145894,0.000145894
50,688.456,0.52153,0.81612,0.88981,0.47613,0.74727,0.56769,0.51477,0.42348,1.06714,0.86362,0.000143142,0.000143142,0.000143142
51,702.096,0.51233,0.80112,0.88551,0.43897,0.86766,0.51209,0.46634,0.41434,1.12753,0.86085,0.00014039,0.00014039,0.00014039
52,715.773,0.5193,0.80353,0.88634,0.333,0.79042,0.37482,0.33271,0.4544,1.7235,0.8734,0.000137638,0.000137638,0.000137638
53,729.487,0.51913,0.79327,0.88613,0.66632,0.72914,0.69746,0.63731,0.40138,0.82847,0.86009,0.000134886,0.000134886,0.000134886
54,743.178,0.51147,0.76848,0.88396,0.59292,0.77882,0.69269,0.63483,0.39721,0.76943,0.85701,0.000132133,0.000132133,0.000132133
55,756.898,0.505,0.72535,0.88163,0.47684,0.84994,0.56167,0.51491,0.40133,1.01958,0.85879,0.000129381,0.000129381,0.000129381
56,770.69,0.50645,0.75204,0.88162,0.57135,0.77279,0.68162,0.62503,0.39414,0.8595,0.85493,0.000126629,0.000126629,0.000126629
57,784.389,0.50153,0.74241,0.87836,0.68749,0.7834,0.78663,0.72109,0.39403,0.69875,0.85493,0.000123877,0.000123877,0.000123877
58,798.045,0.50092,0.70447,0.87758,0.74275,0.82858,0.85609,0.78674,0.38775,0.5868,0.84991,0.000121125,0.000121125,0.000121125
59,811.829,0.50569,0.72156,0.87965,0.78168,0.82187,0.86508,0.79371,0.38453,0.55346,0.84965,0.000118372,0.000118372,0.000118372
