epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,398.582,0.5991,0.93047,0.91229,0.69655,0.82363,0.83982,0.74869,0.46451,0.71996,0.8848,9.9107e-05,9.9107e-05,9.9107e-05
67,404.603,0.5896,0.92732,0.91311,0.66619,0.82946,0.81781,0.72764,0.4694,0.75533,0.89019,9.63548e-05,9.63548e-05,9.63548e-05
68,410.594,0.59097,0.8994,0.91478,0.57737,0.82961,0.72494,0.64643,0.45942,0.82337,0.88459,9.36026e-05,9.36026e-05,9.36026e-05
69,416.556,0.58797,0.88822,0.91121,0.49196,0.84331,0.57817,0.51078,0.4747,0.97035,0.89162,9.08504e-05,9.08504e-05,9.08504e-05
70,422.519,0.58547,0.8767,0.90979,0.64358,0.7961,0.7563,0.67147,0.46094,0.78388,0.88539,8.80982e-05,8.80982e-05,8.80982e-05
71,428.52,0.58505,0.8567,0.91,0.53498,0.84607,0.67782,0.60385,0.46057,0.85126,0.88476,8.5346e-05,8.5346e-05,8.5346e-05
72,434.48,0.58564,0.85136,0.90789,0.4696,0.8345,0.54277,0.48068,0.47306,1.07474,0.88929,8.25938e-05,8.25938e-05,8.25938e-05
73,440.474,0.58075,0.84951,0.90764,0.48806,0.77782,0.56163,0.50042,0.46938,1.0227,0.88571,7.98416e-05,7.98416e-05,7.98416e-05
74,446.485,0.58134,0.83669,0.90873,0.79188,0.79861,0.85996,0.76895,0.45146,0.63093,0.87977,7.70894e-05,7.70894e-05,7.70894e-05
75,452.515,0.57947,0.80877,0.90898,0.75962,0.83786,0.85426,0.76057,0.46256,0.62604,0.88717,7.43372e-05,7.43372e-05,7.43372e-05
76,458.542,0.58469,0.80893,0.9091,0.58308,0.84472,0.73089,0.65507,0.45181,0.79134,0.88162,7.1585e-05,7.1585e-05,7.1585e-05
77,464.583,0.57639,0.82052,0.90734,0.6825,0.78887,0.78607,0.7038,0.44643,0.71247,0.87917,6.88328e-05,6.88328e-05,6.88328e-05
78,470.595,0.58149,0.78683,0.90987,0.71779,0.85127,0.8465,0.75327,0.46434,0.63382,0.88727,6.60806e-05,6.60806e-05,6.60806e-05
79,476.584,0.57586,0.78555,0.90579,0.5796,0.85775,0.72647,0.64983,0.45251,0.79366,0.88317,6.33284e-05,6.33284e-05,6.33284e-05
80,482.592,0.5777,0.77078,0.90757,0.58209,0.83101,0.71926,0.64263,0.45526,0.80854,0.87965,6.05762e-05,6.05762e-05,6.05762e-05
81,488.587,0.5742,0.77853,0.90589,0.68101,0.77457,0.75582,0.6742,0.45677,0.79601,0.88192,5.7824e-05,5.7824e-05,5.7824e-05
82,494.59,0.56743,0.73947,0.90553,0.74276,0.82643,0.85666,0.76806,0.44583,0.62146,0.87716,5.50718e-05,5.50718e-05,5.50718e-05
83,500.567,0.56682,0.76277,0.9012,0.68961,0.81605,0.81857,0.73273,0.45528,0.69924,0.88136,5.23196e-05,5.23196e-05,5.23196e-05
84,506.58,0.56877,0.76264,0.90519,0.61599,0.79503,0.7131,0.64101,0.44771,0.8086,0.87787,4.95674e-05,4.95674e-05,4.95674e-05
85,512.561,0.57405,0.74039,0.90336,0.57762,0.79376,0.69482,0.62414,0.4567,0.84601,0.87996,4.68152e-05,4.68152e-05,4.68152e-05
86,518.533,0.56376,0.73996,0.90124,0.64658,0.84256,0.79875,0.71623,0.45167,0.71917,0.87838,4.4063e-05,4.4063e-05,4.4063e-05
87,524.495,0.56522,0.74577,0.90512,0.72287,0.8037,0.82776,0.74217,0.44828,0.66599,0.87765,4.13108e-05,4.13108e-05,4.13108e-05
88,530.457,0.56263,0.71863,0.90527,0.6965,0.81684,0.78929,0.70532,0.44861,0.71542,0.88095,3.85586e-05,3.85586e-05,3.85586e-05
89,536.517,0.56021,0.73666,0.90483,0.74272,0.83867,0.85131,0.76367,0.44331,0.6255,0.87568,3.58064e-05,3.58064e-05,3.58064e-05
90,542.469,0.56614,0.71358,0.9021,0.6916,0.8301,0.79835,0.71411,0.44538,0.68314,0.8773,3.30542e-05,3.30542e-05,3.30542e-05
91,548.98,0.50582,0.688,0.89629,0.70792,0.84831,0.8388,0.74977,0.45239,0.66035,0.87845,3.0302e-05,3.0302e-05,3.0302e-05
92,554.853,0.4819,0.64615,0.88861,0.55248,0.79675,0.62868,0.56371,0.45122,0.94606,0.87691,2.75498e-05,2.75498e-05,2.75498e-05
93,560.644,0.48728,0.64692,0.88811,0.7459,0.85804,0.85683,0.76822,0.44524,0.60865,0.87473,2.47976e-05,2.47976e-05,2.47976e-05
94,566.433,0.48144,0.63519,0.88466,0.69397,0.8013,0.79291,0.71196,0.44801,0.70068,0.87587,2.20454e-05,2.20454e-05,2.20454e-05
95,572.243,0.47729,0.62131,0.88644,0.68994,0.82404,0.80882,0.72633,0.44478,0.69559,0.87443,1.92932e-05,1.92932e-05,1.92932e-05
96,578.025,0.4767,0.60682,0.8846,0.76446,0.84354,0.85703,0.76977,0.44203,0.62401,0.87355,1.6541e-05,1.6541e-05,1.6541e-05
97,583.927,0.47437,0.58542,0.88439,0.70989,0.81202,0.80468,0.72248,0.44378,0.70269,0.87441,1.37888e-05,1.37888e-05,1.37888e-05
98,589.723,0.47055,0.59599,0.88163,0.70153,0.79313,0.7995,0.71678,0.44393,0.72357,0.87422,1.10366e-05,1.10366e-05,1.10366e-05
99,595.511,0.46903,0.58551,0.89005,0.5965,0.78605,0.6999,0.62839,0.44672,0.86785,0.87498,8.2844e-06,8.2844e-06,8.2844e-06
100,601.368,0.4728,0.59052,0.88267,0.79762,0.84885,0.88692,0.79603,0.44216,0.58291,0.8738,5.5322e-06,5.5322e-06,5.5322e-06
