epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,906.913,0.3649,0.51088,0.82925,0.66655,0.80822,0.78717,0.74724,0.31526,0.67968,0.81934,0.00016516,0.00016516,0.00016516
43,928.412,0.36158,0.46072,0.83057,0.60764,0.78866,0.74975,0.71173,0.30572,0.78039,0.8175,0.000162408,0.000162408,0.000162408
44,949.905,0.36564,0.48848,0.83006,0.64214,0.74537,0.74058,0.70328,0.31581,0.75992,0.81996,0.000159655,0.000159655,0.000159655
45,971.405,0.36173,0.48035,0.83001,0.71947,0.79299,0.79645,0.7553,0.30109,0.65096,0.81785,0.000156903,0.000156903,0.000156903
46,992.882,0.36026,0.4611,0.82496,0.65325,0.77863,0.75751,0.72249,0.29886,0.70481,0.81718,0.000154151,0.000154151,0.000154151
47,1014.34,0.35963,0.46042,0.82661,0.75123,0.84291,0.87897,0.83839,0.29583,0.52197,0.81492,0.000151399,0.000151399,0.000151399
48,1036.04,0.35156,0.41262,0.82372,0.72029,0.7812,0.82046,0.78329,0.29857,0.65596,0.81471,0.000148647,0.000148647,0.000148647
49,1057.52,0.35322,0.45211,0.8235,0.76274,0.79728,0.84181,0.80237,0.29865,0.58771,0.81636,0.000145894,0.000145894,0.000145894
50,1079.06,0.34969,0.42275,0.8267,0.62126,0.77786,0.74754,0.71176,0.30351,0.80956,0.81708,0.000143142,0.000143142,0.000143142
51,1100.56,0.35116,0.43415,0.82631,0.69351,0.85131,0.85253,0.8108,0.30501,0.60758,0.81713,0.00014039,0.00014039,0.00014039
52,1122.09,0.34948,0.42749,0.82386,0.72989,0.79395,0.83644,0.79939,0.29902,0.64123,0.81635,0.000137638,0.000137638,0.000137638
53,1143.62,0.35011,0.40989,0.82483,0.70012,0.79457,0.79672,0.76012,0.29883,0.70159,0.8157,0.000134886,0.000134886,0.000134886
54,1165.2,0.34553,0.40942,0.82363,0.71966,0.79958,0.81744,0.7797,0.29464,0.60948,0.81393,0.000132133,0.000132133,0.000132133
55,1186.72,0.346,0.40489,0.82326,0.73018,0.7868,0.8314,0.79194,0.2969,0.61609,0.81536,0.000129381,0.000129381,0.000129381
56,1208.21,0.34789,0.40239,0.82238,0.7693,0.7859,0.83554,0.79555,0.29629,0.59568,0.81399,0.000126629,0.000126629,0.000126629
57,1229.77,0.3457,0.40289,0.82108,0.75728,0.80861,0.84343,0.8044,0.29335,0.56187,0.8134,0.000123877,0.000123877,0.000123877
58,1251.28,0.33937,0.386,0.82196,0.80165,0.81114,0.86711,0.82681,0.29114,0.54213,0.81374,0.000121125,0.000121125,0.000121125
59,1272.85,0.34155,0.37885,0.82243,0.78659,0.84416,0.86202,0.821,0.29253,0.52368,0.8143,0.000118372,0.000118372,0.000118372
60,1294.33,0.3416,0.38025,0.82095,0.7295,0.82215,0.84012,0.80043,0.29218,0.57955,0.81442,0.00011562,0.00011562,0.00011562
61,1315.84,0.34092,0.37608,0.82127,0.66357,0.8109,0.79991,0.75813,0.30004,0.75208,0.81814,0.000112868,0.000112868,0.000112868
62,1337.34,0.33159,0.34873,0.82048,0.78542,0.83378,0.87647,0.83663,0.29302,0.55427,0.81464,0.000110116,0.000110116,0.000110116
