epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,1871.06,0.77627,1.20751,0.97374,0.52704,0.85292,0.4812,0.40862,0.59503,1.05796,0.91667,2.43432e-05,2.43432e-05,2.43432e-05
90,1892.07,0.76764,1.2068,0.97466,0.5244,0.85192,0.48231,0.40865,0.59583,1.05956,0.91577,2.24721e-05,2.24721e-05,2.24721e-05
91,1912.39,0.67223,1.13846,0.95247,0.53265,0.83703,0.47867,0.40406,0.60387,1.06585,0.92024,2.0601e-05,2.0601e-05,2.0601e-05
92,1932.7,0.66086,1.12492,0.94466,0.53171,0.84091,0.47866,0.40397,0.6044,1.06286,0.91909,1.87299e-05,1.87299e-05,1.87299e-05
93,1952.96,0.66306,1.12253,0.94724,0.53188,0.83971,0.47901,0.40512,0.59998,1.05887,0.91685,1.68588e-05,1.68588e-05,1.68588e-05
94,1973.21,0.65541,1.12445,0.94494,0.54485,0.81456,0.48156,0.40685,0.60204,1.05618,0.91842,1.49877e-05,1.49877e-05,1.49877e-05
95,1993.44,0.65771,1.11711,0.94191,0.53288,0.83994,0.48214,0.40797,0.59796,1.05573,0.9161,1.31166e-05,1.31166e-05,1.31166e-05
96,2013.68,0.6533,1.11311,0.94012,0.54311,0.81784,0.48402,0.40958,0.59681,1.05354,0.91556,1.12455e-05,1.12455e-05,1.12455e-05
97,2033.98,0.65558,1.11729,0.94177,0.54463,0.81633,0.48163,0.40774,0.5958,1.05268,0.91541,9.3744e-06,9.3744e-06,9.3744e-06
98,2054.26,0.65297,1.11633,0.93494,0.54356,0.81806,0.48383,0.40967,0.59601,1.0526,0.91522,7.5033e-06,7.5033e-06,7.5033e-06
99,2074.49,0.64915,1.10595,0.9331,0.54581,0.81576,0.48549,0.41128,0.59311,1.05059,0.91354,5.6322e-06,5.6322e-06,5.6322e-06
100,2094.71,0.65622,1.10713,0.93697,0.54478,0.81739,0.48622,0.41127,0.59437,1.04976,0.91348,3.7611e-06,3.7611e-06,3.7611e-06
